text,stance_label,confidence,expected_score_band,expected_toxicity_band,expected_supportive_strength_band
Finally this brother has started bowling 😭😭 https://t.co/fCnMrFAvIk,NEUTRAL_ANALYSIS,0.3135,"[25.63, 37.63]","[0.0, 0.0806]","[0.0, 0.15]"
"Yet another knock to prove the doubters wrong 💫✨

THE reason India got to the world cup, the first player to score a 50 in a world cup semi and a final

Some people never doubted you and knew what you were capable of.

#T20WorldCup2026final  #INDvsNZ https://t.co/n7Uk43Oeql",NEUTRAL_ANALYSIS,0.3358,"[33.57, 45.57]","[0.0, 0.0821]","[0.0, 0.15]"
"Brook should play IPL if he really cares about T20 format.  He will end up like Starc, no improvement in T20 game.",NEUTRAL_ANALYSIS,0.3003,"[69.0, 81.0]","[0.0, 0.0803]","[0.0, 0.15]"
"#INDvWI 

Samson does not get the respect he deserves from most Indian fans https://t.co/NCnKRZnKLe",NEUTRAL_ANALYSIS,0.2891,"[33.03, 45.03]","[0.0, 0.0805]","[0.0, 0.15]"
🚨 JUST IN: The KSCA has been given official permission from the Karnataka government to hold #IPL2026 matches at the M Chinnaswamy Stadium in Bengaluru. https://t.co/byfs7AoGHs,MIXED_STANCE,0.0736,"[30.03, 42.03]","[0.0, 0.0802]","[0.0, 0.15]"
"Looking at every team's bowling attack, it's all shit.... More reasons why franchises will dish out 230-250 decks only... I think MI got the best bowling attack considering how bad the other teams bowling are...",NEUTRAL_ANALYSIS,0.3077,"[33.32, 45.32]","[0.0374, 0.1974]","[0.0, 0.15]"
"There's atleast update on other SL players in IPL but what about Nuwan Thushara... No fitness update nothing, it's like the person has vanished",MIXED_STANCE,0.189,"[34.99, 46.99]","[0.0, 0.0803]","[0.0, 0.15]"
"📰| IPL 2026

Official update on availability of 🇱🇰 players for IPL 2026

#IPL2026 https://t.co/Rusfnd2tgn",NEUTRAL_ANALYSIS,0.3239,"[31.1, 43.1]","[0.0, 0.0802]","[0.0, 0.15]"
"Match was a gone case, Rinku knows he can't do anything against spin still went for a slog straight away... Could've atleast dragged the NRR down",NEUTRAL_ANALYSIS,0.3868,"[35.32, 47.32]","[0.0, 0.0809]","[0.0, 0.15]"
"We used to have openers batting vs Pakistan, unable to score 130 strike rate even 30+ runs in T20I world cup , to now watching Ishan Kishan 70* runs with a 200+ strike rate, what a time.",CONSTRUCTIVE_CRITICISM,0.3797,"[33.77, 45.77]","[0.0, 0.0805]","[0.0, 0.15]"
"𝗪𝗲’𝗿𝗲 𝗰𝗼𝗺𝗶𝗻𝗴 𝗵𝗼𝗺𝗲. 🏟️❤️🥹

5️⃣ home games at the Chinnaswamy. ❤️‍🔥
2️⃣ in Raipur. 😎

Bengaluru, get ready. The champions return to entertain you! 👑🔥

#PlayBold #ನಮ್ಮRCB https://t.co/WGBG8niDUv",NEUTRAL_ANALYSIS,0.3246,"[33.13, 45.13]","[0.0, 0.0822]","[0.0, 0.15]"
"Romario Shepherd should never bowl in the Powerplay. He is the team's 6th bowler, maybe the 5th. On a good day, he should bowl 2-3 overs. That's it.",CONSTRUCTIVE_CRITICISM,0.4049,"[36.47, 48.47]","[0.0338, 0.1938]","[0.0, 0.15]"
"Plans for tomorrow, 4:30 PM IST, @ashwinravi99? 👀",NEUTRAL_ANALYSIS,0.3332,"[30.68, 42.68]","[0.0, 0.0802]","[0.0, 0.15]"
So it's going to be England vs India at Wankhede in the semis? 👀,CONSTRUCTIVE_CRITICISM,0.3206,"[32.49, 44.49]","[0.0, 0.0803]","[0.0, 0.15]"
"JUST IN: Wanindu Hasaranga has been ruled out of the #T20WorldCup after an MRI scan on Tuesday revealed a serious tear in his left hamstring

He will likely be replaced in Sri Lanka's squad by fellow legspin-bowling allrounder Dushan Hemantha https://t.co/u9lELt336R",NEUTRAL_ANALYSIS,0.2943,"[31.18, 43.18]","[0.0, 0.0812]","[0.0, 0.15]"
"@LawrenceBailey0 Play him for the one coming in to the right hander mostly as a default and if it beats you on the outside of your bat then so be it

This game is obviously alot easier for us to play from behind our phone screens than on the pitch lol but that's what I think is the best option",NEUTRAL_ANALYSIS,0.3696,"[44.79, 56.79]","[0.0, 0.0852]","[0.0, 0.15]"
Good morning to only fans if your favorite IPL team is holding both the IPL and WPL trophies. https://t.co/KlEA5dElML,NEUTRAL_ANALYSIS,0.3333,"[69.0, 81.0]","[0.0, 0.0802]","[0.0, 0.15]"
"Bethell doesn't even hit madly, all timing proper cricket shots , can play so many shots , little improvement against spin, he will cook long term. Unlike other T20 batters won't be. And that running between the wickets is next level man.",CONSTRUCTIVE_CRITICISM,0.4061,"[37.72, 49.72]","[0.0, 0.0804]","[0.0, 0.15]"
"England can go with their head high. They played well in Sri Lanka beating Pak , SL and NZL in testing conditions not suiting their style of play and today they ran india close. Well played England. Head high.",CONSTRUCTIVE_CRITICISM,0.3213,"[43.89, 55.89]","[0.0, 0.0805]","[0.0, 0.15]"
This gimmick bowling Neesham in the fourth over of the powerplay https://t.co/tHIJr1XQ2H,CONSTRUCTIVE_CRITICISM,0.3507,"[28.89, 40.89]","[0.0, 0.0805]","[0.0, 0.15]"
"I stand by this comment from last year, Harry Brook record against spin just isn’t good enough.

T20i overall
Av 28.4
SR 150.1
Boundary runs 59%

Now lets look at his T20i v spin and we see the considerable downturn
⬇️Av 17.6
⬇️SR 124.8
⬇️Boundary runs 48%

The anti IPL brigade will hound me for this, but the decision to skip his contract with Delhi capitals last year, and particularly the opportunity to be mentored by Englands best over player of spin, Kevin Pietersen, will be one that could limit his T20 playing career. 

#T20WorldCup",NEUTRAL_ANALYSIS,0.3006,"[69.0, 81.0]","[0.0, 0.0803]","[0.0, 0.15]"
"India’s batting firepower is scary and it’s scarier to think that Jaiswal, Vaibhav, Gill &amp; Ruturaj aren’t even in the squad. https://t.co/BlCeaAzuCu",MIXED_STANCE,0.1598,"[26.03, 38.03]","[0.0, 0.0803]","[0.0, 0.15]"
"Salman Agha nicely fooled them by playing 2 good innings against Australia's second string attack, promoted himself to 3... Now back to his usual T20 game in this World Cup",CONSTRUCTIVE_CRITICISM,0.406,"[36.76, 48.76]","[0.0, 0.081]","[0.0, 0.15]"
"According to the laws - Mehidy is right 
But you can see Agha leaning down to take the ball and trying to help mehidy. Also Agha not trying to attempt a run here. He Cudnt get back to the crease because mehidy was on his way after the batsmen made contact with the ball. So in my opinion run out attempt should have been avoided. Iam with Salman Agha. Unfortunate dismissal.",CONSTRUCTIVE_CRITICISM,0.3317,"[76.0, 88.0]","[0.0, 0.0908]","[0.0, 0.15]"
This is some win for Bangladesh. Brilliant all round show. Disappointing from Pakistan.,NEUTRAL_ANALYSIS,0.3296,"[33.46, 45.46]","[0.0, 0.0802]","[0.0, 0.15]"
"New Zealand,  from super 8 phase won 2 matches and will be playing the finals of the T20 World Cup. https://t.co/lGEWYRQcMp",NEUTRAL_ANALYSIS,0.3629,"[33.47, 45.47]","[0.0, 0.0803]","[0.0, 0.15]"
What is this score bruh 😭 I opened the stream expecting a Abhishek masterclass but this entire batting is back in the pavilion 😭,NEUTRAL_ANALYSIS,0.3683,"[69.0, 81.0]","[0.0, 0.0806]","[0.0, 0.15]"
"Hopefully they don't play Tim David at 4. That experiment should stop. He did so well at 4, But he should not walk in powerplay , just move him back to 5 or 6.",MIXED_STANCE,0.2267,"[41.19, 53.19]","[0.0, 0.0802]","[0.0, 0.15]"
One good thing about the Italian team is that the majority of the Italian players are not Indian. That's a good thing man.,NEUTRAL_ANALYSIS,0.2973,"[69.0, 81.0]","[0.0, 0.0801]","[0.0, 0.15]"
"This is gold!

Hope more people can talk about awareness as a concept to shield their wicket &amp; how executing with awareness will result in flawless stroke play.

There is no one way to playing the game and technique is only how that person perceives it.🤩🤩",NEUTRAL_ANALYSIS,0.3542,"[34.03, 46.03]","[0.0, 0.0806]","[0.0, 0.15]"
"Tell me an #ipl stat that sounds too crazy to be true but is..

I’ll start us off with a few but please drop yours below and let’s build this.

🤯Adam Gilchrist has a perfect bowling record in the IPL of 1 ball bowled and 1 wicket.

🥈Anil Kumble is the only player to win a POTM in an IPL final when on the losing team

☄️Virat Kolhi is one of 4 players to take a wicket with the first ball they ever bowled in the ipl

￼After that infamous 49 all-out of RCB against KKR in 2017, RCB bought all the bowlers that played for KKR in that match in the 2018 auction (Umesh Yadav, Nathan Coulter-Nile, Chris Woakes, Colin DeGrandhomme).

🗓️MI has been unbeaten whenever they play on May 12th..

⏳16 years between KKR’s first and 2nd hundred in IPL

💪David Warner hit 9 50s in a row vs Punjab",NEUTRAL_ANALYSIS,0.3222,"[38.65, 50.65]","[0.0, 0.0812]","[0.0, 0.15]"
"Super short time limited poll

Are England going to chase this?

#T20WorldCup26 #INDvENG",NEUTRAL_ANALYSIS,0.3183,"[31.6, 43.6]","[0.0, 0.081]","[0.0, 0.15]"
"in theory, Agha should have secured himself. sometimes it feels like our players are too innocent. you can’t expect everyone to show the same level of sportsmanship you bring. on another day, a virtuous captain might’ve called him back. not today tho😅
https://t.co/Q9KrKhscAO",NEUTRAL_ANALYSIS,0.2973,"[39.38, 51.38]","[0.0, 0.0802]","[0.0, 0.15]"
What do you mean there isn’t 3 matches on today? 😢😢#T20WorldCup,NEUTRAL_ANALYSIS,0.3179,"[34.54, 46.54]","[0.0, 0.0802]","[0.0, 0.15]"
Sanju really batting like a dream since the last game... Brook🫡,CONSTRUCTIVE_CRITICISM,0.3949,"[41.07, 53.07]","[0.0, 0.0803]","[0.0, 0.15]"
"They need to correct T20 World Cup format, every year one fraud team sneaks into Knockouts. See NZ this year, if not NZ, Pakistan would have sneaked in. But if they do anything, will remove the fear of elimination. They should think something.",DISMISSIVE_COMPLAINT,0.3071,"[74.0, 86.0]","[0.0, 0.0802]","[0.0, 0.15]"
"WI is going to gain some crazy NRR here... If WI win against SA, it's over for India, don't think they can make it even with 2 wins.",MIXED_STANCE,0.0699,"[41.8, 53.8]","[0.0, 0.0826]","[0.0, 0.15]"
"🚨 BIG NEWS ON RCB! 

COMING SOON ON CRICBUZZ! https://t.co/6MFtTc7XgX",NEUTRAL_ANALYSIS,0.3347,"[37.14, 49.14]","[0.0, 0.0813]","[0.0, 0.15]"
"Well Sanjiv Goenka and Lucknow Super Giants have managed the impossible.

He has united Virat FC and Rohit FC
He has united T20 fans and Test fans
He has united religions across India

All united in the view that this is the single worst cricket shirt that has ever been produced. https://t.co/wDmD3uaL7g",NEUTRAL_ANALYSIS,0.3107,"[34.48, 46.48]","[0.0, 0.0887]","[0.0, 0.15]"
India won both the T20 World Cup titles after batting first,NEUTRAL_ANALYSIS,0.4073,"[34.45, 46.45]","[0.0, 0.0811]","[0.0, 0.15]"
Now It's THE IPL TIME BOYSSS https://t.co/j2m97sI0uQ,NEUTRAL_ANALYSIS,0.3167,"[35.0, 47.0]","[0.0, 0.0965]","[0.0, 0.15]"
"https://t.co/aBJstjeG8i 

Oh welcome yet another Spirit of Cricket debate, it's been a while since we had a run out at the non strikers end to discuss.

Also, for the official Bangladesh handle to call it a 'brilliant run out' is quite the vibe.",NEUTRAL_ANALYSIS,0.3308,"[37.35, 49.35]","[0.0, 0.0802]","[0.0, 0.15]"
Eng 53/3 after power play. 12 runs behind. They need to be 80/3 after 10 overs. Contest now is Brook vs Pakistan and Tariq’s 4 overs.,CONSTRUCTIVE_CRITICISM,0.4341,"[38.2, 50.2]","[0.0, 0.0806]","[0.0, 0.15]"
Very impressive video content from RCB this year. That's how you welcome back the Champions. Best by far this season.,NEUTRAL_ANALYSIS,0.3289,"[37.1, 49.1]","[0.0, 0.0801]","[0.0, 0.15]"
"Phillips takes some ridiculous catches, which get viral everywhere, but also drops some normal ones. Can't put him in the elite tier of fielders in cricket.",MIXED_STANCE,0.1835,"[36.42, 48.42]","[0.0, 0.0833]","[0.0, 0.15]"
Bumrah's 2 overs conceeding just 14 runs when England needed 69 off 30... Again the man stepped up in a very crucial time and delivered.,CONSTRUCTIVE_CRITICISM,0.3871,"[38.21, 50.21]","[0.0, 0.0804]","[0.0, 0.15]"
"Salt and Abhishek warra disappointing T20 World Cup man, both were dominating pre world cup. Ultra aggressive batters form is gone, they won't come back.",DIRECT_ATTACK,0.31,"[21.94, 33.94]","[0.0, 0.0807]","[0.0, 0.15]"
"What do you mean I have to wait a week between the first and second #RCB  #IPL2026 games 

28.03.26 - RCB vs SRH(home)
05.04.26 - RCB vs CSK(home)
10.04.26 - RCB vs RR(away)
12.04.26 - RCB vs MI(away) https://t.co/EWbynXl2sd",NEUTRAL_ANALYSIS,0.3213,"[36.55, 48.55]","[0.0, 0.0802]","[0.0, 0.15]"
Congratulations NZL on a well deserved thumping win. Hard luck to SA. Getting this far with one spinner and bowling least amount of spin in the tournament itself is a decent run.,NEUTRAL_ANALYSIS,0.3405,"[37.75, 49.75]","[0.0, 0.0802]","[0.0, 0.15]"
Babar looks determined. His presence in the middle overs will be crucial for Pakistan.,CONSTRUCTIVE_CRITICISM,0.3907,"[38.25, 50.25]","[0.0, 0.0802]","[0.0, 0.15]"
"So India won the toss and chose to field.. #INDvWI

In Eden Gardens is it better to set or chase? 

18 T20i played there
9 won by the team batting first
9 won by the team chasing

Who has the highest successful chase there? India against West Indies in 2022

👀👀 

I really can’t call this one #T20WorldCup2026",NEUTRAL_ANALYSIS,0.3526,"[34.5, 46.5]","[0.0, 0.0805]","[0.0, 0.15]"
"Dear @prasannalara ,A little fan here from guruvayur nominates you for grammys. She says pdogg is THE best . https://t.co/XW5Ym5NlSE",NEUTRAL_ANALYSIS,0.3278,"[36.1, 48.1]","[0.0, 0.0803]","[0.0, 0.15]"
"Daryl Mitchell is easily one of the most cerebral cricketers going around, maximises his potential using his wonderful game awareness.

Case in point : One of the rare batters that is prepared to step down the wicket to spinners like Varun, Kuldeep etc.

Steps out hits Kuldeep for a 6.

Sequences it expecting Kuldeep to bowl the next one a touch quicker and paddles it round the corner for a 4.

When explained it seems simple, but pushing that short square leg back to short fine for a spinner is an underrated aspect of the game. 🤝 #INDvNZ",NEUTRAL_ANALYSIS,0.3373,"[32.23, 44.23]","[0.0, 0.0802]","[0.0, 0.15]"
"Men's T20I World Cup 2026

South Africa 1 - 0 India

Couldn't beat us. Must hurt.",NEUTRAL_ANALYSIS,0.3288,"[69.0, 81.0]","[0.0, 0.0858]","[0.0, 0.15]"
"So let me get this clear, just because I’m English means I can’t post stats and comment on Indian cricket?  

Dimmag ki batti jalti hai yahaan pe kabhi kabhi?",NEUTRAL_ANALYSIS,0.3893,"[41.19, 53.19]","[0.0, 0.099]","[0.0, 0.15]"
"MI Capetown have hit their strides after such an ordinary start in yet another tournament.

How much will they score tonight? 🔥#SA20",NEUTRAL_ANALYSIS,0.3117,"[38.04, 50.04]","[0.0, 0.0809]","[0.0, 0.15]"
"Even if he wins, he should be sacked lol. Winning with a T20 squad depth is nothing, Gambhir's doing all nonsense still team is winning, without him also T20 will continue the same way. People actually forgot home Test washes. Any sane board would have sacked him long back.",NEUTRAL_ANALYSIS,0.279,"[69.0, 81.0]","[0.0, 0.0833]","[0.0, 0.15]"
"Resting someone shouldn’t be after he gets in the squad.😂😂

Resting means he gets rested like Bumrah.

The lack of continuity can impact rythm and hence performance.🤝",NEUTRAL_ANALYSIS,0.3055,"[38.56, 50.56]","[0.0, 0.0862]","[0.0, 0.15]"
The funniest thing is Amir's hatewatch this World Cup... Man has been predicting India's defeat since the West Indies game and every game India cooked him and eventually became Champions 🤣,NEUTRAL_ANALYSIS,0.3298,"[31.42, 43.42]","[0.0, 0.0813]","[0.0, 0.15]"
"Last time RCB won the toss at the Chinnaswamy  was 688 days back, which was the RCB vs GT match. After that match, both RCB Women and Men did not win the toss at home.",NEUTRAL_ANALYSIS,0.4304,"[32.88, 44.88]","[0.0, 0.0802]","[0.0, 0.15]"
"These Women actually won without 3rd main retention Ellyse Perry , fcuking he'll what a mental campaign man no words",NEUTRAL_ANALYSIS,0.2828,"[24.89, 36.89]","[0.0838, 0.2438]","[0.0, 0.15]"
"He doesnt have to make a big score, Mitch Hay looks high quality.( hope I don’t jinx 😂😂 )

The ball is racing of his bat and seems to be getting into very positions. #INDvNZ",NEUTRAL_ANALYSIS,0.3335,"[39.41, 51.41]","[0.0, 0.0806]","[0.0, 0.15]"
"Sri Lanka 

Struggled to beat Ireland 
Lost to Zimbabwe 
Beat an Aus side any test playing nation would have beaten 
Lost to England 

Beaten by England 3-0 before the World Cup in t20s in Sri Lanka.
How come cricket pundits are putting their money on Sri Lanka as one of the favourites in this World Cup ? 
Just because they play at home ?",NEUTRAL_ANALYSIS,0.3051,"[35.49, 47.49]","[0.0, 0.0808]","[0.0, 0.15]"
"Mitchell Starc and Josh Hazlewood are unlikely to be available for the first few IPL 2026 games, with CA understood to be monitoring their workloads 

Details: https://t.co/zMWiwUuADr https://t.co/PouwysUTCd",NEUTRAL_ANALYSIS,0.3218,"[29.09, 41.09]","[0.0, 0.0802]","[0.0, 0.15]"
What even was that era. 1st wicket pe hi match khatam maan lena https://t.co/Ks8UfdZRV6,NEUTRAL_ANALYSIS,0.5898,"[31.86, 43.86]","[0.0, 0.0802]","[0.0, 0.15]"
What is this running between the wickets? Even under-12 boys won't run like this. Are these batters from Sri Lanka or one from Mexico? Looks like both speaking different languages.,CONSTRUCTIVE_CRITICISM,0.351,"[34.34, 46.34]","[0.0, 0.0806]","[0.0, 0.15]"
"Unfortunately Pakistan management still not sure who their best bowlers are , how to use their resources and unfortunately lagging behind when it comes to strategy. Abrar is their no1 bowler which there are still unware of. Hopefully they will have better thought process as the next World Cup will be held in South Africa where reading the conditions there is not easy by any means.",DIRECT_ATTACK,0.3079,"[25.73, 37.73]","[0.0, 0.0802]","[0.0, 0.15]"
150 in 11.3 overs in a World Cup final... Who would've thought,NEUTRAL_ANALYSIS,0.4106,"[35.41, 47.41]","[0.0, 0.0805]","[0.0, 0.15]"
"The way Ferguson is bowling he could  end up with the worst bowling record in a #T20WorldCup game

The current record is held USA’s 🇺🇸Saurabh Netravalkar with figures of 0-65 65 in four overs against….

You guessed it India🇮🇳

#INDvsNZ",NEUTRAL_ANALYSIS,0.3138,"[30.08, 42.08]","[0.0, 0.0814]","[0.0, 0.15]"
